mesh_id|mesh_term|pulmonary|transplant|year_verification
C15.378.463.835.530|pseudoxanthoma elasticum|N|N|Old only
C15.378.463.835.550|purpura, hyperglobulinemic|N|N|Old only
C15.378.463.835.580|purpura, schoenlein-henoch|N|N|Old only
C15.378.463.835.800|scurvy|N|N|Old only
C15.378.463.835.810|shwartzman phenomenon|N|N|Old only
C15.378.463.835.900|telangiectasia, hereditary hemorrhagic|N|N|Old only
C15.378.463.835.960|waldenstrom macroglobulinemia|N|N|Old only
C15.378.463.841|vitamin k deficiency|N|N|Both
C15.378.463.841.464|vitamin k deficiency bleeding|N|N|Both
C15.378.463.920|von willebrand diseases|N|N|Both
C15.378.463.920.100|von willebrand disease, type 1|N|N|Both
C15.378.463.920.200|von willebrand disease, type 2|N|N|Both
C15.378.463.920.300|von willebrand disease, type 3|N|N|Both
C15.378.463.950|waterhouse-friderichsen syndrome|N|N|Both
C15.378.463.960|wiskott-aldrich syndrome|N|N|Both
C15.378.553|leukocyte disorders|N|N|Both
C15.378.553.231|eosinophilia|N|N|Both
C15.378.553.231.085|angiolymphoid hyperplasia with eosinophilia|N|N|Both
C15.378.553.231.335|eosinophilia-myalgia syndrome|N|N|Both
C15.378.553.231.341|eosinophilic esophagitis|N|N|New only
C15.378.553.231.348|eosinophilic granuloma|Y|N|Both
C15.378.553.231.549|hypereosinophilic syndrome|N|N|Both
C15.378.553.231.549.750|pulmonary eosinophilia|Y|N|Both
C15.378.553.381|infectious mononucleosis|N|N|Both
C15.378.553.475|leukocytosis|N|N|Both
C15.378.553.475.428|leukemoid reaction|N|N|Both
C15.378.553.475.604|lymphocytosis|N|N|Both
C15.378.553.546|leukopenia|N|N|Both
C15.378.553.546.184|agranulocytosis|N|N|Both
C15.378.553.546.184.564|neutropenia|N|N|Both
C15.378.553.546.184.564.750|febrile neutropenia||N|New only
C15.378.553.546.184.564.750.500|chemotherapy-induced febrile neutropenia||N|New only
C15.378.553.546.605|lymphopenia|N|N|Both
C15.378.553.546.605.800|t-lymphocytopenia, idiopathic cd4-positive|N|N|Both
C15.378.553.546.605.900|wiskott-aldrich syndrome|N|N|Both
C15.378.553.560|leukostasis|N|N|Both
C15.378.553.696|pelger-huet anomaly|N|N|Both
C15.378.553.774|phagocyte bactericidal dysfunction|N|N|Both
C15.378.553.774.257|chediak-higashi syndrome|N|N|Both
C15.378.553.774.535|granulomatous disease, chronic|N|N|Both
C15.378.553.774.600|job syndrome|N|N|New only
C15.378.553.774.600|job's syndrome|N|N|Old only
C15.378.619|methemoglobinemia|N|N|Both
C15.378.700|pancytopenia|N|N|Both
C15.378.738|polycythemia|N|N|Both
C15.378.785|pregnancy complications, hematologic|N|N|Both
C15.378.800|preleukemia|N|N|Both
C15.378.896|sulfhemoglobinemia|N|N|Both
C15.378.925|thrombophilia|N|N|Both
C15.378.925.050|activated protein c resistance|N|N|Both
C15.378.925.075|antithrombin iii deficiency|N|N|Both
C15.378.925.220|disseminated intravascular coagulation|N|N|Both
C15.378.925.795|protein c deficiency|N|N|Both
C15.378.925.800|protein s deficiency|N|N|Both
C15.378.925.850|purpura, thrombotic thrombocytopenic|N|N|Both
C15.378.962|transfusion reaction|N|N|New only
C15.604|lymphatic diseases|N|N|Both
C15.604.250|histiocytosis|Y|N|Both
C15.604.250.390|histiocytic disorders, malignant|N|N|Both
C15.604.250.390.190|dendritic cell sarcoma, follicular|N|N|Both
C15.604.250.390.199|dendritic cell sarcoma, interdigitating|N|N|Both
C15.604.250.390.380|histiocytic sarcoma|N|N|Both
C15.604.250.390.500|langerhans cell sarcoma|N|N|Both
C15.604.250.400|histiocytosis, langerhans-cell|Y|N|Both
C15.604.250.400.360|eosinophilic granuloma|Y|N|Both
C15.604.250.410|histiocytosis, non-langerhans-cell|N|N|Both
C15.604.250.410.224|erdheim-chester disease|N|N|Both
C15.604.250.410.450|histiocytosis, sinus|N|N|Both
C15.604.250.410.575|lymphohistiocytosis, hemophagocytic|N|N|Both
C15.604.250.410.625|niemann-pick diseases|N|N|Both
C15.604.250.410.625.500|niemann-pick disease, type a|N|N|Both
C15.604.250.410.625.750|niemann-pick disease, type b|N|N|Both
C15.604.250.410.625.875|niemann-pick disease, type c|N|N|Both
C15.604.250.410.800|sea-blue histiocyte syndrome|N|N|Both
C15.604.250.410.900|xanthogranuloma, juvenile|N|N|Both
C15.604.315|lymphadenitis|N|N|Both
C15.604.315.249|cat-scratch disease|N|N|Both
C15.604.315.300|histiocytic necrotizing lymphadenitis|N|N|Both
C15.604.315.618|mesenteric lymphadenitis|N|N|Both
C15.604.315.809|tuberculosis, lymph node|N|N|Old only
C15.604.338|lymphadenopathy|N|N|New only
C15.604.338.500|immunoblastic lymphadenopathy|N|N|New only
C15.604.360|lymphangiectasis|N|N|Both
C15.604.360.500|lymphangiectasis, intestinal|N|N|Both
C15.604.406|lymphangitis|N|N|Both
C15.604.451|lymphatic abnormalities|N|N|Both
C15.604.451.249|22q11 deletion syndrome|N|N|New only
C15.604.451.249.500|digeorge syndrome|N|N|New only
C15.604.451.500|lymphangiectasis, intestinal|N|N|Both
C15.604.496|lymphedema|N|N|Both
C15.604.496.160|breast cancer lymphedema|N|N|New only
C15.604.496.320|elephantiasis|N|N|Both
C15.604.496.320.350|elephantiasis, filarial|N|N|Old only
C15.604.496.490|elephantiasis, filarial|N|N|New only
C15.604.496.660|non-filarial lymphedema|N|N|New only
C15.604.510|lymphocele|N|N|Both
C15.604.515|lymphoproliferative disorders|N|N|Both
C15.604.515.032|agammaglobulinemia|N|N|Both
C15.604.515.138|autoimmune lymphoproliferative syndrome|N|N|Both
C15.604.515.245|giant lymph node hyperplasia|N|N|Both
C15.604.515.292|granuloma|N|N|Both
C15.604.515.292.007|angiolymphoid hyperplasia with eosinophilia|N|N|Both
C15.604.515.292.015|churg-strauss syndrome|N|N|Both
C15.604.515.292.507|necrobiotic xanthogranuloma|N|N|New only
C15.604.515.435|heavy chain disease|N|N|Both
C15.604.515.435.512|immunoproliferative small intestinal disease|N|N|Both
C15.604.515.509|immunoblastic lymphadenopathy|N|N|Both
C15.604.515.516|infectious mononucleosis|N|N|Both
C15.604.515.553|leukemia, hairy cell|N|N|Both
C15.604.515.560|leukemia, lymphoid|N|N|Both
C15.604.515.560.080|leukemia, b-cell|N|N|Both
C15.604.515.560.080.125|leukemia, lymphocytic, chronic, b-cell|N|N|Both
C15.604.515.560.080.562|leukemia, prolymphocytic, b-cell|N|N|Both
C15.604.515.560.100|leukemia, biphenotypic, acute|N|N|Both
C15.604.515.560.550|leukemia, prolymphocytic|N|N|Both
C15.604.515.560.550.745|leukemia, prolymphocytic, b-cell|N|N|Both
C15.604.515.560.550.750|leukemia, prolymphocytic, t-cell|N|N|Both
C15.604.515.560.575|leukemia, t-cell|N|N|Both
C15.604.515.560.575.049|leukemia, large granular lymphocytic|N|N|Both
C15.604.515.560.575.100|leukemia-lymphoma, adult t-cell|N|N|Both
C15.604.515.560.575.125|leukemia, prolymphocytic, t-cell|N|N|Both
C15.604.515.560.600|precursor cell lymphoblastic leukemia-lymphoma|N|N|Both
C15.604.515.560.600.600|precursor b-cell lymphoblastic leukemia-lymphoma|N|N|Both
C15.604.515.560.600.620|precursor t-cell lymphoblastic leukemia-lymphoma|N|N|Both
C15.604.515.562|lymphangiomyoma|Y|N|Both
C15.604.515.562.465|lymphangioleiomyomatosis|Y|N|Both
C15.604.515.569|lymphoma|N|N|Both
C15.604.515.569.150|composite lymphoma|N|N|New only
C15.604.515.569.355|hodgkin disease|N|N|Both
C15.604.515.569.417|intraocular lymphoma|N|N|New only
C15.604.515.569.480|lymphoma, non-hodgkin|N|N|Both
C15.604.515.569.480.100|burkitt lymphoma|N|N|Old only
C15.604.515.569.480.150|lymphoma, b-cell|N|N|Both
C15.604.515.569.480.150.165|burkitt lymphoma|N|N|Both
C15.604.515.569.480.150.450|lymphoma, aids-related|N|N|Both
C15.604.515.569.480.150.570|lymphoma, b-cell, marginal zone|N|N|Both
C15.604.515.569.480.150.585|lymphoma, large b-cell, diffuse|N|N|Both
C15.604.515.569.480.150.585.500|plasmablastic lymphoma|N|N|New only
C15.604.515.569.480.150.592|lymphoma, primary effusion|N|N|Both
C15.604.515.569.480.150.600|lymphomatoid granulomatosis|N|N|Both
C15.604.515.569.480.350|lymphoma, follicular|N|N|Both
C15.604.515.569.480.487|lymphoma, large-cell, anaplastic|N|N|Old only
C15.604.515.569.480.493|lymphoma, large-cell, immunoblastic|N|N|Both
C15.604.515.569.480.525|lymphoma, mantle-cell|N|N|Both
C15.604.515.569.480.750|lymphoma, t-cell|N|N|Both
C15.604.515.569.480.750.399|enteropathy-associated t-cell lymphoma|N|N|New only
C15.604.515.569.480.750.600|lymphoma, large-cell, anaplastic|N|N|New only
C15.604.515.569.480.750.800|lymphoma, t-cell, cutaneous|N|N|Both
C15.604.515.569.480.750.800.507|lymphoma, primary cutaneous anaplastic large cell|N|N|Both
C15.604.515.569.480.750.800.528|lymphomatoid papulosis|N|N|Both
C15.604.515.569.480.750.800.550|mycosis fungoides|N|N|Both
C15.604.515.569.480.750.800.550.600|pagetoid reticulosis|N|N|Both
C15.604.515.569.480.750.800.775|sezary syndrome|N|N|Both
C15.604.515.569.480.750.825|lymphoma, t-cell, peripheral|N|N|Both
C15.604.515.700|marek disease|N|N|Both
C15.604.515.827|sarcoidosis|Y|N|Both
C15.604.515.827.725|sarcoidosis, pulmonary|Y|N|Both
C15.604.515.827.865|uveoparotid fever|N|N|Both
C15.604.515.841|sezary syndrome|N|N|Both
C15.604.515.880|tumor lysis syndrome|N|N|Both
C15.604.515.925|waldenstrom macroglobulinemia|N|N|Both
C15.604.560|mucocutaneous lymph node syndrome|N|N|Both
C15.604.613|pseudolymphoma|N|N|Both
C15.604.744|splenic diseases|N|N|Both
C15.604.744.146|heterotaxy syndrome|N|N|New only
C15.604.744.293|hypersplenism|N|N|Both
C15.604.744.617|splenic infarction|N|N|Both
C15.604.744.680|splenic neoplasms|N|N|Both
C15.604.744.742|splenic rupture|N|N|Both
C15.604.744.742.500|splenosis|N|N|Both
C15.604.744.909|tuberculosis, splenic|N|N|Both
C15.604.744.954|wandering spleen|N|N|Both
C15.604.816|thymus hyperplasia|N|N|Both
C15.604.861|thymus neoplasms|N|N|Both
C15.604.861.800|thymoma|N|N|Both
C15.604.921|tuberculosis, lymph node|N|N|Old only
C15.604.921.500|king's evil|N|N|Old only
C16|congenital, hereditary, and neonatal diseases and abnormalities|N|N|Both
C16.131|congenital abnormalities|N|N|Both
C16.131.042|abnormalities, drug-induced|N|N|Both
C16.131.077|abnormalities, multiple|N|N|Both
C16.131.077.019|22q11 deletion syndrome|N|N|New only
C16.131.077.019.500|digeorge syndrome|N|N|New only
C16.131.077.065|alagille syndrome|N|N|Both
C16.131.077.080|alstrom syndrome|N|N|Old only
C16.131.077.095|angelman syndrome|N|N|Both
C16.131.077.112|bardet-biedl syndrome|N|N|Old only
C16.131.077.121|barth syndrome|N|N|Both
C16.131.077.130|basal cell nevus syndrome|N|N|Both
C16.131.077.133|beckwith-wiedemann syndrome|N|N|Both
C16.131.077.137|bloom syndrome|N|N|Both
C16.131.077.208|branchio-oto-renal syndrome|N|N|Both
C16.131.077.229|carney complex|N|N|Both
C16.131.077.239|charge syndrome|N|N|New only
C16.131.077.245|ciliopathies|N|N|New only
C16.131.077.245.063|alstrom syndrome|N|N|New only
C16.131.077.245.125|bardet-biedl syndrome|N|N|New only
C16.131.077.245.250|caroli disease|N|N|New only
C16.131.077.245.500|ciliary motility disorders|N|N|New only
C16.131.077.245.500.531|kartagener syndrome|Y|N|New only
C16.131.077.250|cockayne syndrome|N|N|Both
C16.131.077.256|costello syndrome|N|N|Both
C16.131.077.262|cri-du-chat syndrome|N|N|Both
C16.131.077.272|de lange syndrome|N|N|Both
C16.131.077.299|deaf-blind disorders|N|N|Both
C16.131.077.299.500|usher syndromes|N|N|Both
C16.131.077.299.750|wolfram syndrome|N|N|Both
C16.131.077.313|donohue syndrome|N|N|Both
C16.131.077.327|down syndrome|N|N|Both
C16.131.077.350|ectodermal dysplasia|N|N|Both
C16.131.077.350.198|ectodermal dysplasia 1, anhidrotic|N|N|Both
C16.131.077.350.298|ectodermal dysplasia 3, anhidrotic|N|N|Both
C16.131.077.350.348|ectodermal dysplasia, hypohidrotic, autosomal recessive|N|N|Both
C16.131.077.350.398|ellis-van creveld syndrome|N|N|Both
C16.131.077.350.424|focal dermal hypoplasia|N|N|Both
C16.131.077.350.712|neurocutaneous syndromes|N|N|Both
C16.131.077.371|fraser syndrome|N|N|New only
C16.131.077.393|gardner syndrome|N|N|Both
C16.131.077.401|heterotaxy syndrome|N|N|New only
C16.131.077.410|holoprosencephaly|N|N|Both
C16.131.077.445|incontinentia pigmenti|N|N|Both
C16.131.077.477|isolated noncompaction of the ventricular myocardium|N|N|Both
C16.131.077.509|laurence-moon syndrome|N|N|Both
C16.131.077.525|leopard syndrome|N|N|Both
C16.131.077.537|loeys-dietz syndrome|N|N|Both
C16.131.077.550|marfan syndrome|N|N|Both
C16.131.077.578|mobius syndrome|N|N|Both
C16.131.077.592|monilethrix|N|N|Both
C16.131.077.606|nail-patella syndrome|N|N|Both
C16.131.077.619|netherton syndrome|N|N|Both
C16.131.077.633|nevus, sebaceous of jadassohn|N|N|Both
C16.131.077.661|oculocerebrorenal syndrome|N|N|Old only
C16.131.077.662|oculocerebrorenal syndrome|N|N|New only
C16.131.077.676|orofaciodigital syndromes|N|N|New only
C16.131.077.677|orofaciodigital syndromes|N|N|Old only
C16.131.077.690|pallister-hall syndrome|N|N|Both
C16.131.077.696|pentalogy of cantrell|N|N|New only
C16.131.077.703|poems syndrome|N|N|Both
C16.131.077.717|polycystic kidney diseases|N|N|New only
C16.131.077.717.500|polycystic kidney, autosomal dominant|N|N|New only
C16.131.077.717.510|polycystic kidney, autosomal recessive|N|N|New only
C16.131.077.730|prader-willi syndrome|N|N|Both
C16.131.077.735|prolidase deficiency|N|N|Both
C16.131.077.740|proteus syndrome|N|N|Both
C16.131.077.745|prune belly syndrome|N|N|Both
C16.131.077.790|rubella syndrome, congenital|N|N|Both
C16.131.077.804|rubinstein-taybi syndrome|N|N|Both
C16.131.077.850|short rib-polydactyly syndrome|N|N|Both
C16.131.077.855|silver-russell syndrome|N|N|Both
C16.131.077.860|smith-lemli-opitz syndrome|N|N|Both
C16.131.077.879|smith-magenis syndrome|N|N|New only
C16.131.077.889|sotos syndrome|N|N|New only
C16.131.077.899|trichothiodystrophy syndromes|N|N|Both
C16.131.077.938|waardenburg syndrome|N|N|New only
C16.131.077.938|waardenburg's syndrome|N|N|Old only
C16.131.077.941|weill-marchesani syndrome|N|N|Both
C16.131.077.944|wolf-hirschhorn syndrome|N|N|Both
C16.131.077.951|wolfram syndrome|N|N|Old only
C16.131.077.970|zellweger syndrome|N|N|Both
C16.131.080|abnormalities, radiation-induced|N|N|Both
C16.131.085|abnormalities, severe teratoid|N|N|New only
C16.131.085.197|anencephaly|N|N|New only
C16.131.085.806|twins, conjoined|N|N|New only
C16.131.162|aicardi syndrome|N|N|New only
C16.131.240|cardiovascular abnormalities|N|N|Both
C16.131.240.400|heart defects, congenital|N|N|Both
C16.131.240.400.021|22q11 deletion syndrome|N|N|New only
C16.131.240.400.021.500|digeorge syndrome|N|N|New only
C16.131.240.400.044|alagille syndrome|N|N|Both
C16.131.240.400.090|aortic coarctation|N|N|Both
C16.131.240.400.145|arrhythmogenic right ventricular dysplasia|N|N|Both
C16.131.240.400.172|barth syndrome|N|N|Both
C16.131.240.400.200|cor triatriatum|N|N|Both
C16.131.240.400.210|coronary vessel anomalies|N|N|Both
C16.131.240.400.210.249|bland white garland syndrome|N|N|New only
C16.131.240.400.210.500|myocardial bridging|N|N|Both
C16.131.240.400.220|crisscross heart|N|N|Both
C16.131.240.400.280|dextrocardia|N|N|Both
C16.131.240.400.280.500|kartagener syndrome|Y|N|Both
C16.131.240.400.340|ductus arteriosus, patent|N|N|Both
C16.131.240.400.395|ebstein anomaly|N|N|Both
C16.131.240.400.422|ectopia cordis|N|N|Both
C16.131.240.400.450|eisenmenger complex|N|N|Both
C16.131.240.400.560|heart septal defects|N|N|Both
C16.131.240.400.560.098|aortopulmonary septal defect|N|N|Both
C16.131.240.400.560.098.500|truncus arteriosus, persistent|N|N|Both
C16.131.240.400.560.350|endocardial cushion defects|N|N|Both
C16.131.240.400.560.375|heart septal defects, atrial|N|N|Both
C16.131.240.400.560.375.258|foramen ovale, patent|N|N|Both
C16.131.240.400.560.375.518|lutembacher syndrome|N|N|Both
C16.131.240.400.560.540|heart septal defects, ventricular|N|N|Both
C16.131.240.400.592|heterotaxy syndrome|N|N|New only
C16.131.240.400.625|hypoplastic left heart syndrome|N|N|Both
C16.131.240.400.655|isolated noncompaction of the ventricular myocardium|N|N|Both
C16.131.240.400.685|leopard syndrome|N|N|Both
C16.131.240.400.701|levocardia|N|N|Both
C16.131.240.400.715|long qt syndrome|N|N|Both
C16.131.240.400.715.070|andersen syndrome|N|N|Both
C16.131.240.400.715.440|jervell-lange nielsen syndrome|N|N|Both
C16.131.240.400.715.720|romano-ward syndrome|N|N|Both
C16.131.240.400.720|marfan syndrome|N|N|Both
C16.131.240.400.784|noonan syndrome|N|N|New only
C16.131.240.400.849|tetralogy of fallot|N|N|Both
C16.131.240.400.915|transposition of great vessels|N|N|Both
C16.131.240.400.915.300|double outlet right ventricle|N|N|Both
C16.131.240.400.920|tricuspid atresia|N|N|Both
C16.131.240.400.960|trilogy of fallot|N|N|Both
C16.131.240.400.970|turner syndrome|N|N|New only
C16.131.240.400.980|wolff-parkinson-white syndrome|N|N|Both
C16.131.240.850|vascular malformations|N|N|Both
C16.131.240.850.500|arterio-arterial fistula|N|N|Both
C16.131.240.850.500.500|bland white garland syndrome|N|N|New only
C16.131.240.850.750|arteriovenous malformations|N|N|Both
C16.131.240.850.750.125|arteriovenous fistula|N|N|Both
C16.131.240.850.750.125.500|carotid-cavernous sinus fistula|N|N|New only
C16.131.240.850.750.295|intracranial arteriovenous malformations|N|N|Both
C16.131.240.850.750.295.500|vein of galen malformations|N|N|Both
C16.131.240.850.875|central nervous system vascular malformations|N|N|Both
C16.131.240.850.875.500|intracranial arteriovenous malformations|N|N|Both
C16.131.240.850.875.500.500|vein of galen malformations|N|N|Both
C16.131.240.850.890|may-thurner syndrome|N|N|New only
C16.131.240.850.906|pulmonary atresia|N|N|Both
C16.131.240.850.937|scimitar syndrome|Y|N|Both
C16.131.240.850.952|single umbilical artery|N|N|New only
C16.131.240.850.968|telangiectasia, hereditary hemorrhagic|N|N|Both
C16.131.260|chromosome disorders|N|N|Both
C16.131.260.019|22q11 deletion syndrome|N|N|New only
C16.131.260.019.500|digeorge syndrome|N|N|New only
C16.131.260.040|angelman syndrome|N|N|Both
C16.131.260.080|beckwith-wiedemann syndrome|N|N|Both
C16.131.260.090|branchio-oto-renal syndrome|N|N|Both
C16.131.260.190|cri-du-chat syndrome|N|N|Both
C16.131.260.210|de lange syndrome|N|N|Both
C16.131.260.260|down syndrome|N|N|Both
C16.131.260.380|holoprosencephaly|N|N|Both
C16.131.260.440|jacobsen distal 11q deletion syndrome|N|N|Both
C16.131.260.700|prader-willi syndrome|N|N|Both
C16.131.260.790|rubinstein-taybi syndrome|N|N|Both
C16.131.260.800|sex chromosome disorders|N|N|Old only
C16.131.260.800.300|fragile x syndrome|N|N|Old only
C16.131.260.800.340|gonadal dysgenesis, 46,xy|N|N|Old only
C16.131.260.800.345|gonadal dysgenesis, mixed|N|N|Old only
C16.131.260.800.490|klinefelter syndrome|N|N|Old only
C16.131.260.800.670|orofaciodigital syndromes|N|N|Old only
C16.131.260.800.870|turner syndrome|N|N|Old only
C16.131.260.830|sex chromosome disorders|N|N|New only
C16.131.260.830.300|fragile x syndrome|N|N|New only
C16.131.260.830.670|orofaciodigital syndromes|N|N|New only
C16.131.260.830.835|sex chromosome disorders of sex development|N|N|New only
C16.131.260.830.835.249|gonadal dysgenesis, mixed|N|N|New only
C16.131.260.830.835.500|klinefelter syndrome|N|N|New only
C16.131.260.830.835.750|turner syndrome|N|N|New only
C16.131.260.870|silver-russell syndrome|N|N|Both
C16.131.260.887|smith-magenis syndrome|N|N|New only
C16.131.260.905|sotos syndrome|N|N|New only
C16.131.260.940|wagr syndrome|N|N|Both
C16.131.260.970|williams syndrome|N|N|Both
C16.131.260.985|wolf-hirschhorn syndrome|N|N|Both
C16.131.287|congenital microtia|N|N|New only
C16.131.300|digeorge syndrome|N|N|Old only
C16.131.314|digestive system abnormalities|N|N|Both
C16.131.314.047|anorectal malformations|N|N|New only
C16.131.314.094|anus, imperforate|N|N|Both
C16.131.314.125|biliary atresia|N|N|Both
C16.131.314.184|choledochal cyst|N|N|Both
C16.131.314.184.500|caroli disease|N|N|Both
C16.131.314.244|diaphragmatic eventration|N|N|Both
C16.131.314.330|esophageal atresia|N|N|Both
C16.131.314.439|hirschsprung disease|N|N|Both
C16.131.314.466|intestinal atresia|N|N|Both
C16.131.314.556|meckel diverticulum|N|N|Both
C16.131.384|eye abnormalities|N|N|Both
C16.131.384.079|aniridia|N|N|Both
C16.131.384.079.950|wagr syndrome|N|N|Both
C16.131.384.159|anophthalmos|N|N|Both
C16.131.384.190|blepharophimosis|N|N|Both
C16.131.384.282|coloboma|N|N|Both
C16.131.384.405|ectopia lentis|N|N|Both
C16.131.384.442|fraser syndrome|N|N|New only
C16.131.384.480|hydrophthalmos|N|N|Both
C16.131.384.666|microphthalmos|N|N|Both
C16.131.384.725|persistent hyperplastic primary vitreous|N|N|Both
C16.131.384.784|retinal dysplasia|N|N|Both
C16.131.433|hernias, diaphragmatic, congenital|N|N|New only
C16.131.482|lymphatic abnormalities|N|N|Both
C16.131.482.249|22q11 deletion syndrome|N|N|New only
C16.131.482.249.500|digeorge syndrome|N|N|New only
C16.131.482.500|lymphangiectasis, intestinal|N|N|Both
C16.131.621|musculoskeletal abnormalities|N|N|Both
C16.131.621.077|arthrogryposis|N|N|Both
C16.131.621.142|campomelic dysplasia|N|N|Both
C16.131.621.174|cervical rib syndrome|N|N|Both
C16.131.621.207|craniofacial abnormalities|N|N|Both
C16.131.621.207.103|22q11 deletion syndrome|N|N|New only
C16.131.621.207.103.500|digeorge syndrome|N|N|New only
C16.131.621.207.207|cleidocranial dysplasia|N|N|Both
C16.131.621.207.231|craniofacial dysostosis|N|N|Both
C16.131.621.207.231.427|hallermann's syndrome|N|N|Both
C16.131.621.207.231.480|hypertelorism|N|N|Both
C16.131.621.207.231.576|mandibulofacial dysostosis|N|N|Both
C16.131.621.207.231.576.410|goldenhar syndrome|N|N|Both
C16.131.621.207.240|craniosynostoses|N|N|Both
C16.131.621.207.240.100|acrocephalosyndactylia|N|N|Both
C16.131.621.207.410|holoprosencephaly|N|N|Both
C16.131.621.207.525|leopard syndrome|N|N|Both
C16.131.621.207.532|megalencephaly|N|N|New only
C16.131.621.207.532.500|hemimegalencephaly|N|N|New only
C16.131.621.207.540|maxillofacial abnormalities|N|N|Both
C16.131.621.207.540.170|cherubism|N|N|Both
C16.131.621.207.540.315|dentofacial deformities|N|N|New only
C16.131.621.207.540.460|jaw abnormalities|N|N|Both
C16.131.621.207.540.460.185|cleft palate|N|N|Both
C16.131.621.207.540.460.457|micrognathism|N|N|Both
C16.131.621.207.540.460.606|pierre robin syndrome|N|N|Both
C16.131.621.207.540.460.655|prognathism|N|N|Both
C16.131.621.207.540.460.813|retrognathism|N|N|Old only
C16.131.621.207.540.460.827|retrognathia|N|N|New only
C16.131.621.207.620|microcephaly|N|N|Both
C16.131.621.207.620.500|porencephaly|N|N|New only
C16.131.621.207.690|noonan syndrome|N|N|Both
C16.131.621.207.700|orofaciodigital syndromes|N|N|Both
C16.131.621.207.707|plagiocephaly|N|N|New only
C16.131.621.207.707.624|plagiocephaly, nonsynostotic|N|N|New only
C16.131.621.207.715|plagiocephaly, nonsynostotic|N|N|Old only
C16.131.621.207.720|platybasia|N|N|Both
C16.131.621.207.850|rubinstein-taybi syndrome|N|N|Both
C16.131.621.386|funnel chest|N|N|Both
C16.131.621.417|gastroschisis|N|N|Both
C16.131.621.445|hajdu-cheney syndrome|N|N|Both
C16.131.621.449|hip dislocation, congenital|N|N|Both
C16.131.621.551|klippel-feil syndrome|N|N|Both
C16.131.621.568|laryngomalacia|N|N|Both
C16.131.621.585|limb deformities, congenital|N|N|Both
C16.131.621.585.174|arachnodactyly|N|N|Both
C16.131.621.585.262|brachydactyly|N|N|New only
C16.131.621.585.350|ectromelia|N|N|Both
C16.131.621.585.380|foot deformities, congenital|N|N|Old only
C16.131.621.585.425|hand deformities, congenital|N|N|Old only
C16.131.621.585.512|lower extremity deformities, congenital|N|N|Both
C16.131.621.585.512.500|foot deformities, congenital|N|N|New only
C16.131.621.585.512.500.681|talipes|N|N|New only
C16.131.621.585.512.500.681.063|clubfoot|N|N|New only
C16.131.621.585.512.500.681.125|equinus deformity|N|N|New only
C16.131.621.585.512.500.681.250|flatfoot|N|N|New only
C16.131.621.585.512.500.681.500|talipes cavus|N|N|New only
C16.131.621.585.512.500.787|tarsal coalition|N|N|New only
C16.131.621.585.600|polydactyly|N|N|Both
C16.131.621.585.600.374|pallister-hall syndrome|N|N|Both
C16.131.621.585.600.750|short rib-polydactyly syndrome|N|N|Both
C16.131.621.585.620|proteus syndrome|N|N|Both
C16.131.621.585.800|syndactyly|N|N|Both
C16.131.621.585.800.100|acrocephalosyndactylia|N|N|Both
C16.131.621.585.800.428|fraser syndrome|N|N|New only
C16.131.621.585.800.756|poland syndrome|N|N|Both
C16.131.621.585.984|thanatophoric dysplasia|N|N|Both
C16.131.621.585.988|upper extremity deformities, congenital|N|N|Both
C16.131.621.585.988.500|hand deformities, congenital|N|N|New only
C16.131.621.745|pectus carinatum|N|N|New only
C16.131.621.906|synostosis|N|N|Both
C16.131.621.906.181|antley-bixler syndrome phenotype|N|N|Both
C16.131.621.906.364|craniosynostoses|N|N|Both
C16.131.621.906.364.100|acrocephalosyndactylia|N|N|Both
C16.131.621.906.819|syndactyly|N|N|Both
C16.131.621.906.819.100|acrocephalosyndactylia|N|N|Both
C16.131.621.906.819.428|fraser syndrome|N|N|New only
C16.131.621.906.819.756|poland syndrome|N|N|Both
C16.131.621.906.909|tarsal coalition|N|N|New only
C16.131.621.953|tracheobronchomalacia|Y|N|Both
C16.131.621.953.249|bronchomalacia|Y|N|Both
C16.131.621.953.500|tracheomalacia|Y|N|Both
C16.131.666|nervous system malformations|N|N|Both
C16.131.666.034|agenesis of corpus callosum|N|N|New only
C16.131.666.034.500|acrocallosal syndrome|N|N|New only
C16.131.666.034.687|aicardi syndrome|N|N|New only
C16.131.666.034.875|holoprosencephaly|N|N|New only
C16.131.666.070|acrocallosal syndrome|N|N|Old only
C16.131.666.142|central nervous system cysts|N|N|Both
C16.131.666.142.100|arachnoid cysts|N|N|Both
C16.131.666.142.200|colloid cysts|N|N|Both
C16.131.666.190|central nervous system vascular malformations|N|N|Both
C16.131.666.190.100|central nervous system venous angioma|N|N|Both
C16.131.666.190.200|hemangioma, cavernous, central nervous system|N|N|Both
C16.131.666.190.500|intracranial arteriovenous malformations|N|N|Both
C16.131.666.190.500.500|vein of galen malformations|N|N|Both
C16.131.666.190.800|sinus pericranii|N|N|Both
C16.131.666.205|dandy-walker syndrome|N|N|Both
C16.131.666.300|hereditary sensory and motor neuropathy|N|N|Both
C16.131.666.300.099|alstrom syndrome|N|N|Both
C16.131.666.300.200|charcot-marie-tooth disease|N|N|Both
C16.131.666.300.490|giant axonal neuropathy|N|N|Both
C16.131.666.300.780|refsum disease|N|N|Both
C16.131.666.300.820|spastic paraplegia, hereditary|N|N|Both
